A Harmonic Minor,C Wholetone,4,"[0, 8, 2, 4]",A,Harmonic Minor,C,Wholetone
A Harmonic Minor,G Octatonic,5,"[8, 2, 11, 4, 5]",A,Harmonic Minor,G,Octatonic
A Harmonic Minor,B Altered,5,"[0, 9, 2, 11, 5]",A,Harmonic Minor,B,Altered
A Harmonic Minor,E Harmonic Major,5,"[0, 8, 11, 4, 9]",A,Harmonic Minor,E,Harmonic Major
A Harmonic Minor,F sharp Harmonic Minor,5,"[8, 9, 2, 11, 5]",A,Harmonic Minor,F sharp,Harmonic Minor
A Harmonic Minor,C Harmonic Minor,5,"[0, 8, 2, 11, 5]",A,Harmonic Minor,C,Harmonic Minor
A Harmonic Minor,E Altered,5,"[0, 8, 2, 4, 5]",A,Harmonic Minor,E,Altered
A Harmonic Minor,F Augmented,5,"[0, 8, 4, 5, 9]",A,Harmonic Minor,F,Augmented
A Harmonic Minor,C sharp Altered,5,"[9, 2, 11, 4, 5]",A,Harmonic Minor,C sharp,Altered
A Harmonic Minor,A Major,5,"[8, 9, 2, 11, 4]",A,Harmonic Minor,A,Major
A Harmonic Minor,G Major,5,"[0, 9, 2, 11, 4]",A,Harmonic Minor,G,Major
A Harmonic Minor,F Major,5,"[0, 9, 2, 4, 5]",A,Harmonic Minor,F,Major
A Harmonic Minor,C Major,6,"[0, 2, 4, 5, 9, 11]",A,Harmonic Minor,C,Major
A Harmonic Minor,A Harmonic Major,6,"[2, 4, 5, 8, 9, 11]",A,Harmonic Minor,A,Harmonic Major
A Harmonic Minor,F Octatonic,6,"[0, 2, 5, 8, 9, 11]",A,Harmonic Minor,F,Octatonic
A Harmonic Minor,C Harmonic Major,6,"[0, 2, 4, 5, 8, 11]",A,Harmonic Minor,C,Harmonic Major
A Harmonic Minor,G sharp Altered,6,"[0, 2, 4, 8, 9, 11]",A,Harmonic Minor,G sharp,Altered
B Major,E flat Major,3,"[8, 10, 3]",B,Major,E flat,Major
E flat Major,E flat Altered,2,"[3, 7]",E flat,Major,E flat,Altered
E flat Major,E Major,2,"[8, 3]",E flat,Major,E,Major
E flat Major,D Major,2,"[2, 7]",E flat,Major,D,Major
E flat Major,A Major,2,"[8, 2]",E flat,Major,A,Major
E flat Major,B Harmonic Minor,3,"[2, 10, 7]",E flat,Major,B,Harmonic Minor
E flat Major,B Harmonic Major,3,"[10, 3, 7]",E flat,Major,B,Harmonic Major
E flat Major,F Altered,3,"[8, 3, 5]",E flat,Major,F,Altered
E flat Major,A Harmonic Major,3,"[8, 2, 5]",E flat,Major,A,Harmonic Major
E flat Major,E Harmonic Major,3,"[0, 8, 3]",E flat,Major,E,Harmonic Major
E flat Major,B Major,3,"[8, 10, 3]",E flat,Major,B,Major
E flat Major,F sharp Harmonic Minor,3,"[8, 2, 5]",E flat,Major,F sharp,Harmonic Minor
E flat Major,E Harmonic Minor,3,"[0, 3, 7]",E flat,Major,E,Harmonic Minor
E flat Major,D Harmonic Major,3,"[2, 10, 7]",E flat,Major,D,Harmonic Major
E flat Major,C sharp Harmonic Minor,3,"[0, 8, 3]",E flat,Major,C sharp,Harmonic Minor
E flat Major,F Wholetone,3,"[3, 5, 7]",E flat,Major,F,Wholetone
E flat Major,F Augmented,3,"[0, 8, 5]",E flat,Major,F,Augmented
E flat Major,C sharp Altered,3,"[2, 5, 7]",E flat,Major,C sharp,Altered
E flat Major,B flat Augmented,3,"[2, 10, 5]",E flat,Major,B flat,Augmented
